source_code,source_text,target_code,target_text
en,The maximum number of line items has been reached.,ar,تم الوصول إلى الحد الأقصى لعدد عناصر السطر.
en,This checkout session has already been finalized.,ar,لقد تم بالفعل الانتهاء من جلسة الخروج هذه.
en,Only exact values are allowed in the merchandise input.,ar,يُسمح فقط بالقيم الدقيقة في إدخال البضائع.
en,Product not found.,ar,لم يتم العثور على المنتج.
en,Product variant not found.,ar,لم يتم العثور على متغير المنتج.
en,Product variant cannot be purchased.,ar,لا يمكن شراء متغير المنتج.
en,Checkout contains line items with different currencies.,ar,يحتوي Checkout على عناصر سطرية بعملات مختلفة.
en,Bundled items can't be added to B2B orders for this location.,ar,لا يمكن إضافة العناصر المجمعة إلى طلبات B2B لهذا الموقع.
en,"When specifying gift card codes, the line item quantity and the number of gift card codes must match.",ar,عند تحديد رموز بطاقة الهدايا، يجب أن تتطابق كمية العنصر وعدد رموز بطاقة الهدايا.
en,Gift cards are not supported on this checkout.,ar,بطاقات الهدايا غير مدعومة في عملية الدفع هذه.
en,Gift card with code {{code}} occurs more than once in this checkout. Codes are formatted before comparison.,ar,تظهر بطاقة الهدايا التي تحمل الرمز {{code}} أكثر من مرة في عملية الدفع هذه. يتم تنسيق الرموز قبل المقارنة.
en,Gift card code {{code}} is already assigned to a gift card. Codes are formatted before comparison.,ar,تم تخصيص رمز بطاقة الهدايا {{code}} بالفعل لبطاقة الهدايا. يتم تنسيق الرموز قبل المقارنة.
en,Gift card code {{code}} is invalid.,ar,رمز بطاقة الهدايا {{code}} غير صالح.
en,Gift card code {{proposed_code}} was changed to {{formatted_code}} to conform to formatting rules.,ar,تم تغيير رمز بطاقة الهدايا {{proposed_code}} إلى {{formatted_code}} ليتوافق مع قواعد التنسيق.
en,Gift cards with custom attributes are not supported on this checkout.,ar,بطاقات الهدايا ذات السمات المخصصة غير مدعومة في عملية الدفع هذه.
en,Gift cards with components are not supported on this checkout.,ar,بطاقات الهدايا التي تحتوي على مكونات غير مدعومة في عملية الدفع هذه.
en,The subscription has been updated.,ar,تم تحديث الاشتراك.
en,Subscriptions are not supported.,ar,الاشتراكات غير مدعومة.
en,Subscriptions are not supported for B2B checkout.,ar,الاشتراكات غير مدعومة للدفع B2B.
en,The previously proposed price for this merchandise was invalid and has been updated.,ar,السعر المقترح سابقًا لهذه السلعة غير صالح وتم تحديثه.
en,No inventory found for this merchandise.,ar,لم يتم العثور على مخزون لهذه البضائع.
en,Product is not published.,ar,لم يتم نشر المنتج.
en,Product is not published in buyer location.,ar,لم يتم نشر المنتج في موقع المشتري.
en,This merchandise line has the same stable-ID as another line.,ar,يتمتع خط البضائع هذا بنفس المعرف الثابت الموجود في خط آخر.
en,The quantity of some items doesn’t meet the minimum required.,ar,كمية بعض العناصر لا تلبي الحد الأدنى المطلوب.
en,The quantity of some items exceeds the maximum allowed.,ar,كمية بعض العناصر تتجاوز الحد الأقصى المسموح به.
en,The quantity of some items doesn't meet the order limits.,ar,كمية بعض العناصر لا تلبي حدود الطلب.
en,The quantity of some items doesn't meet the order limits.,ar,كمية بعض العناصر لا تلبي حدود الطلب.
en,This bundle merchandise has no components.,ar,لا تحتوي منتجات هذه الحزمة على أي مكونات.
en,Merchandise title is too long.,ar,عنوان السلعة طويل جدًا.
en,Merchandise title is empty.,ar,عنوان البضائع فارغ.
en,Company contact does not have access to company.,ar,جهة الاتصال بالشركة ليس لديها إمكانية الوصول إلى الشركة.
en,Customer must log in to continue.,ar,يجب على العميل تسجيل الدخول للمتابعة.
en,Customer must choose a company location to continue.,ar,يجب على العميل اختيار موقع الشركة للمتابعة.
en,Specified customer info should match the logged in customer account.,ar,يجب أن تتطابق معلومات العميل المحددة مع حساب العميل الذي تم تسجيل الدخول إليه.
en,The specified phone number does not match the expected pattern.,ar,رقم الهاتف المحدد لا يتطابق مع النمط المتوقع.
en,An email is required when the merchandise is purchased using a subscription.,ar,مطلوب بريد إلكتروني عند شراء البضائع باستخدام الاشتراك.
en,This specified domain cannot be resolved.,ar,لا يمكن حل هذا المجال المحدد.
en,Missing a valid contact method.,ar,يفتقد طريقة اتصال صالحة.
en,Checkout completion target is missing.,ar,هدف إكمال الخروج مفقود.
en,An invalid customer profile was provided.,ar,تم توفير ملف تعريف عميل غير صالح.
en,Checkout does not have permission to access the customer profile.,ar,ليس لدى Checkout إذن للوصول إلى ملف تعريف العميل.
en,Invalid checkout completion target.,ar,هدف إكمال عملية الدفع غير صالح.
en,Cart must have only one delivery line.,ar,يجب أن تحتوي سلة التسوق على خط تسليم واحد فقط.
en,A delivery line must be specified for each group of merchandise.,ar,يجب تحديد خط تسليم لكل مجموعة من البضائع.
en,An external delivery promise fetch error.,ar,خطأ في إحضار وعد التسليم الخارجي.
en,The specified instructions does not match the expected pattern.,ar,التعليمات المحددة لا تتطابق مع النمط المتوقع.
en,A destination address is required in order to continue.,ar,عنوان الوجهة مطلوب للمتابعة.
en,Pickup points are currently unavailable.,ar,نقاط الالتقاط غير متاحة حاليًا.
en,The current local pickup delivery strategy must be changed in order to continue.,ar,يجب تغيير استراتيجية التسليم المحلية الحالية من أجل الاستمرار.
en,No available local pickup delivery strategy found.,ar,لم يتم العثور على استراتيجية تسليم محلية متاحة.
en,An origin location ID is required when the RETAIL delivery method is requested.,ar,مطلوب معرف موقع الأصل عند طلب طريقة التسليم بالتجزئة.
en,Could not find a Location matching the origin location ID.,ar,تعذر العثور على موقع يطابق معرف الموقع الأصلي.
en,The requested delivery methods don't support an origin location ID.,ar,لا تدعم طرق التسليم المطلوبة معرف موقع الأصل.
en,This session is not authorized to override fulfillment behavior.,ar,هذه الجلسة غير مصرح لها بتجاوز سلوك الإيفاء.
en,Auto fulfill is required when the RETAIL delivery method is requested.,ar,يكون التنفيذ التلقائي مطلوبًا عند طلب طريقة التسليم بالتجزئة.
en,Prefetched shipping rates should never return rates.,ar,يجب ألا تُرجع أسعار الشحن المُجلبة مسبقًا الأسعار أبدًا.
en,One or more fulfillment constraints were not satisfied.,ar,لم يتم استيفاء واحد أو أكثر من قيود التنفيذ.
en,Fulfillment constraints are not satisfied because items cannot be fulfilled from required locations.,ar,لم يتم استيفاء قيود الاستيفاء لأنه لا يمكن استيفاء العناصر من المواقع المطلوبة.
en,Fulfillment constraints are not satisfied because items cannot be fulfilled from the same location.,ar,لم يتم استيفاء قيود الاستيفاء لأنه لا يمكن تنفيذ العناصر من نفس الموقع.
en,"Delivery strategies are available for this location, but their conditions are not satisfied.",ar,تتوفر استراتيجيات التسليم لهذا الموقع، ولكن شروطها غير مستوفاة.
en,No stock at the origin location.,ar,لا يوجد مخزون في الموقع الأصلي.
en,Invalid discount signature.,ar,توقيع الخصم غير صالح.
en,Discounts are not allowed in B2B stores.,ar,لا يُسمح بالخصومات في متاجر B2B.
en,The supplied custom discount was not honoured.,ar,لم يتم احترام الخصم المخصص المقدم.
en,The supplied discount line contained an expectation that the policy could not interpret.,ar,يحتوي خط الخصم المقدم على توقع لا يمكن للسياسة تفسيره.
en,Additional code discount requested was discarded.,ar,تم تجاهل خصم الرمز الإضافي المطلوب.
en,Expected discount allocation doesn't match the actual discount allocation.,ar,لا يتطابق تخصيص الخصم المتوقع مع تخصيص الخصم الفعلي.
en,Discount title cannot be longer than 255 characters.,ar,لا يمكن أن يزيد عنوان الخصم عن 255 حرفًا.
en,Taxes associated to your order have changed. Review and try again.,ar,لقد تغيرت الضرائب المرتبطة بطلبك. راجع وحاول مرة أخرى.
en,The proposed terms are unresolvable given the current negotiation context.,ar,الشروط المقترحة غير قابلة للحل في ظل سياق المفاوضات الحالي.
en,The related delivery price is abstract.,ar,سعر التسليم ذو الصلة مجرد.
en,Renegotiate with concrete totalTaxAndDutyAmount or totalAmountIncludedInTarget value.,ar,أعد التفاوض باستخدام قيمة TotalTaxAndDutyAmount أو TotalAmountIncludedInTarget الملموسة.
en,Tax exemptions are not supported for the current negotiation session.,ar,الإعفاءات الضريبية غير معتمدة لجلسة التفاوض الحالية.
en,Tax exemptions for delivery lines are not currently supported.,ar,الإعفاءات الضريبية لخطوط التسليم غير مدعومة حاليًا.
en,Missing 'proposed allocations' field.,ar,"حقل ""التخصيصات المقترحة"" مفقود."
en,Merchandise terms must be defined.,ar,يجب تعريف مصطلحات البضائع.
en,Delivery terms must be defined.,ar,يجب تحديد شروط التسليم.
en,Merchandise discount terms must be defined.,ar,يجب تحديد شروط خصم البضائع.
en,Delivery discount terms must be defined.,ar,يجب تحديد شروط خصم التسليم.
en,Missing 'allocated' field.,ar,"الحقل ""المخصص"" مفقود."
en,Missing 'value' field.,ar,"حقل ""القيمة"" مفقود."
en,merchandise lines' field must be split in such that each have a single line component in the seller proposal.,ar,يجب تقسيم حقل خطوط البضائع بحيث يحتوي كل منها على مكون سطر واحد في عرض البائع.
en,Manual payments are not allowed in B2B stores.,ar,لا يُسمح بالدفعات اليدوية في متاجر B2B.
en,Amount to pay must be greater than 0.,ar,يجب أن يكون المبلغ المطلوب دفعه أكبر من 0.
en,Total to pay does not match the sum of the payments amount.,ar,الإجمالي المطلوب دفعه لا يتطابق مع مجموع مبلغ الدفعات.
en,Subscription terms not accepted.,ar,شروط الاشتراك غير مقبولة.
en,Missing credit card session information.,ar,معلومات جلسة بطاقة الائتمان مفقودة.
en,Payment gateway does not support storing the payment method.,ar,بوابة الدفع لا تدعم تخزين طريقة الدفع.
en,last name' cannot be nil.,ar,"الاسم الأخير"" لا يمكن أن يكون صفراً."
en,Credit card update failed.,ar,فشل تحديث بطاقة الائتمان.
en,Invalid amount for Installments transaction.,ar,مبلغ غير صالح لمعاملة الأقساط.
en,Test mode not allowed.,ar,وضع الاختبار غير مسموح به.
en,Installments does not allow the use of gift cards.,ar,الأقساط لا تسمح باستخدام بطاقات الهدايا.
en,Installments does not support this currency.,ar,الأقساط لا تدعم هذه العملة.
en,Installments does not support shipping to this address.,ar,الأقساط لا تدعم الشحن إلى هذا العنوان.
en,Installments does not support this billing address.,ar,الأقساط لا تدعم عنوان الفواتير هذا.
en,Installments does not support subscriptions.,ar,الأقساط لا تدعم الاشتراكات.
en,Installments is disabled for a line item in this purchase.,ar,تم تعطيل الأقساط لبند في عملية الشراء هذه.
en,Shop Cash was not found.,ar,لم يتم العثور على متجر النقدية.
en,Shop Cash not allowed without Shop Pay.,ar,التسوق النقدي غير مسموح به بدون Shop Pay.
en,Shop Cash does not support this checkout.,ar,Shop Cash لا يدعم عملية الدفع هذه.
en,Shop Cash does not allow the purchase of gift cards.,ar,لا يسمح Shop Cash بشراء بطاقات الهدايا.
en,Shop Cash is not enabled for this shop.,ar,لم يتم تمكين Shop Cash لهذا المتجر.
en,Shop Cash is not supported in this checkout.,ar,Shop Cash غير مدعوم في عملية الدفع هذه.
en,Shop Cash does not support subscriptions.,ar,Shop Cash لا يدعم الاشتراكات.
en,Shop Cash does not support merchandise with no shipping.,ar,Shop Cash لا يدعم البضائع بدون شحن.
en,The provided address type is invalid for this payment method.,ar,نوع العنوان المقدم غير صالح لطريقة الدفع هذه.
en,Retail attributions are required for manually-entered credit card payments.,ar,سمات البيع بالتجزئة مطلوبة لمدفوعات بطاقات الائتمان التي يتم إدخالها يدويًا.
en,Retail attributions unexpectedly provided for credit card payment.,ar,تم توفير سمات البيع بالتجزئة بشكل غير متوقع للدفع ببطاقة الائتمان.
en,This session does not have permission to use this card source.,ar,ليس لدى هذه الجلسة إذن لاستخدام مصدر البطاقة هذا.
en,Wallet content is missing.,ar,محتوى المحفظة مفقود.
en,Could not find payment method,ar,تعذر العثور على طريقة الدفع
en,Configuring the payment capture method is not allowed.,ar,غير مسموح بتكوين طريقة التقاط الدفع.
en,Saved payment methods is not allowed.,ar,طرق الدفع المحفوظة غير مسموح بها.
en,Saved payment methods is not enabled for this shop.,ar,طرق الدفع المحفوظة غير ممكّنة لهذا المتجر.
en,The selected payment method requires CVV verification which is not enabled for this shop. Select a different payment method.,ar,تتطلب طريقة الدفع المحددة التحقق من رمز CVV، وهو أمر غير ممكّن لهذا المتجر. حدد طريقة دفع مختلفة.
en,Store credit is not enabled for this shop.,ar,لم يتم تمكين رصيد المتجر لهذا المتجر.
en,Store credit account not found.,ar,لم يتم العثور على حساب ائتمان المتجر.
en,Store credit account does not match the buyer identity.,ar,حساب ائتمان المتجر لا يتطابق مع هوية المشتري.
en,The store credit account's currency does not match the checkout currency.,ar,لا تتطابق عملة حساب ائتمان المتجر مع عملة الخروج.
en,There are insufficient funds in the store credit account.,ar,لا توجد أموال كافية في حساب الائتمان الخاص بالمتجر.
en,You can't use store credit to buy a gift card.,ar,لا يمكنك استخدام رصيد المتجر لشراء بطاقة هدايا.
en,Gift cards are not allowed in B2B stores.,ar,لا يُسمح ببطاقات الهدايا في متاجر B2B.
en,A payment method must be proposed.,ar,يجب اقتراح طريقة الدفع.
en,PayPal returned an invalid address.,ar,قام PayPal بإرجاع عنوان غير صالح.
en,Shop Cash does not support this currency.,ar,Shop Cash لا يدعم هذه العملة.
en,Payment method is not supported by the market manager.,ar,طريقة الدفع غير مدعومة من قبل مدير السوق.
en,Shop does not accept tips.,ar,المتجر لا يقبل النصائح.
en,Multiple tips lines are not supported.,ar,خطوط النصائح المتعددة غير مدعومة.
en,Tips are not allowed in B2B stores.,ar,الإكراميات غير مسموح بها في متاجر B2B.
en,Tip has been reset due to currency change.,ar,تمت إعادة تعيين النصيحة بسبب تغيير العملة.
en,Tips are not yet supported for deffered purchase options.,ar,النصائح غير مدعومة بعد لخيارات الشراء المؤجلة.
en,This draft order doesn't exist in the current shop.,ar,مسودة الطلب هذه غير موجودة في المتجر الحالي.
en,This staff doesn't exist in the current shop.,ar,هذا الموظفون غير موجودين في المتجر الحالي.
en,This location doesn't exist in the current shop.,ar,هذا الموقع غير موجود في المتجر الحالي.
en,This point of sale device doesn't exist in the current shop.,ar,جهاز نقطة البيع هذا غير موجود في المتجر الحالي.
en,The proposed sale attributions are unresolvable given the current negotiation context.,ar,سمات البيع المقترحة غير قابلة للحل في ظل سياق التفاوض الحالي.
en,Your buyer's proposal should contain non-negotiable_terms.,ar,يجب أن يحتوي اقتراح المشتري على شروط غير قابلة للتفاوض.
en,The signature for {{target_terms}} is invalid.,ar,التوقيع الخاص بـ {{target_terms}} غير صالح.
en,Quantity field is missing in the buyer's inventory lines.,ar,حقل الكمية مفقود في بنود مخزون المشتري.
en,This client does not have permission to change inventory behavior.,ar,ليس لدى هذا العميل الإذن بتغيير سلوك المخزون.
en,Currently only one inventory behavior is allowed per checkout.,ar,حاليًا، يُسمح بسلوك مخزون واحد فقط لكل عملية دفع.
en,Refusing duties is not allowed for this checkout.,ar,رفض الواجبات غير مسموح به لهذا الخروج.
en,Retail attribution is not allowed for this checkout.,ar,لا يُسمح بإسناد البيع بالتجزئة لهذا الخروج.
en,Retail attribution is required for this checkout.,ar,مطلوب إسناد التجزئة لهذا الخروج.
en,Completing a captcha is required for this checkout.,ar,مطلوب إكمال كلمة التحقق لهذا الخروج.
en,Provided captcha provider and type does not match the expected values.,ar,لا يتطابق موفر كلمة التحقق ونوعها مع القيم المتوقعة.
en,A captcha token must be provided to complete this checkout.,ar,يجب توفير رمز captcha لإكمال عملية الدفع هذه.
en,The captcha validation job failed to be enqueued.,ar,فشل وضع مهمة التحقق من صحة كلمة التحقق.
en,Captcha validation has already been queued for this captcha token.,ar,لقد تم بالفعل وضع التحقق من صحة كلمة التحقق في قائمة الانتظار لرمز التحقق المميز هذا.
en,The provided captcha token has expired. Complete a new captcha to continue checkout.,ar,انتهت صلاحية رمز التحقق المميز المقدم. أكمل كلمة التحقق الجديدة لمواصلة الخروج.
en,The provided captcha token was invalid. Complete a new captcha to continue checkout.,ar,رمز التحقق المميز المقدم غير صالح. أكمل كلمة التحقق الجديدة لمواصلة الخروج.
en,The provided captcha cannot be used with this checkout.,ar,لا يمكن استخدام كلمة التحقق المقدمة مع الخروج هذا.
en,The amount received must be in the store currency.,ar,يجب أن يكون المبلغ المستلم بعملة المتجر.
en,This checkout is no longer available.,ar,لم يعد هذا الخروج متاحا.
en,Full price:,ar,السعر الكامل:
en,Checkout - {{shopName}},ar,الخروج - {{shopName}}
en,{{pageTitle}} - {{shopName}} - Checkout,ar,{{pageTitle}} - {{shopName}} - الخروج
en,Loading…,ar,تحميل…
en,Checkout - {{shopName}},ar,الخروج - {{shopName}}
en,{{firstName}} {{lastName}},ar,{{firstName}} {{lastName}}
en,Google Map,ar,خريطة جوجل
en,Confirm order,ar,تأكيد الطلب
en,Submit order,ar,إرسال الطلب
en,Submit for review,ar,إرسال للمراجعة
en,Payment won't be due until your order is reviewed,ar,لن يكون الدفع مستحقًا حتى تتم مراجعة طلبك
en,Continue to payment plans,ar,الاستمرار في خطط الدفع
en,Return,ar,يعود
en,Choose a delivery method,ar,اختر طريقة التسليم
en,No items available,ar,لا توجد عناصر متاحة
en,Powered by {{brandName}},ar,مدعوم من {{brandName}}
en,Submit,ar,يُقدِّم
en,Processing…,ar,يعالج…
en,Increase {{type}},ar,زيادة {{type}}
en,Decrease {{type}},ar,تقليل {{type}}
en,Minimum of {{value}} reached,ar,تم الوصول إلى الحد الأدنى من {{value}}.
en,Maximum of {{value}} reached,ar,تم الوصول إلى الحد الأقصى لـ {{value}}.
en,Remove %{label},ar,إزالة %{label}
en,Remove tag,ar,إزالة العلامة
en,Monday,ar,الاثنين
en,Tuesday,ar,يوم الثلاثاء
en,Wednesday,ar,الأربعاء
en,Thursday,ar,يوم الخميس
en,Friday,ar,جمعة
en,Saturday,ar,السبت
en,Sunday,ar,الأحد
en,Mo,ar,شهر
en,Tu,ar,تو
en,We,ar,نحن
en,Th,ar,ذ
en,Fr,ar,الأب
en,Sa,ar,سا
en,Su,ar,سو
en,January,ar,يناير
en,February,ar,فبراير
en,March,ar,يمشي
en,April,ar,أبريل
en,May,ar,يمكن
en,June,ar,يونيو
en,July,ar,يوليو
en,August,ar,أغسطس
en,September,ar,سبتمبر
en,October,ar,أكتوبر
en,November,ar,نوفمبر
en,December,ar,ديسمبر
en,"Show previous month, {{month}} {{year}}",ar,عرض الشهر السابق، {{month}} {{year}}
en,"Show next month, {{month}} {{year}}",ar,عرض الشهر القادم، {{month}} {{year}}
en,Range start,ar,بداية النطاق
en,In range,ar,في النطاق
en,Range end,ar,نهاية المدى
en,"{{previousWords}}, {{anotherWord}}",ar,{{previousWords}}، {{anotherWord}}
en,"{{previousWords}}, and {{lastWord}}",ar,{{previousWords}}، و{{lastWord}}
en,{{firstWord}} and {{secondWord}},ar,{{firstWord}} و{{secondWord}}
en,"{{previousWords}}, {{anotherWord}}",ar,{{previousWords}}، {{anotherWord}}
en,"{{previousWords}}, or {{lastWord}}",ar,{{previousWords}}، أو {{lastWord}}
en,{{firstWord}} or {{secondWord}},ar,{{firstWord}} أو {{secondWord}}
en,"{{previousWords}}, {{anotherWord}}",ar,{{previousWords}}، {{anotherWord}}
en,"{{previousWords}}, {{lastWord}}",ar,{{previousWords}}، {{lastWord}}
en,"{{firstWord}}, {{secondWord}}",ar,{{firstWord}}، {{secondWord}}
en,Cluster of {{number}} marker,ar,مجموعة من علامة {{number}}.
en,Cluster of {{number}} markers,ar,مجموعة من علامات {{number}}.
en,Expand,ar,يوسع
en,Add file,ar,إضافة ملف
en,File type not supported,ar,نوع الملف غير مدعوم
en,Drop file to upload,ar,قم بإسقاط الملف للتحميل
en,Information,ar,معلومة
en,Address,ar,عنوان
en,This will also be used as your billing address for this order.,ar,سيتم استخدام هذا أيضًا كعنوان إرسال الفواتير لهذا الطلب.
en,Delivery method,ar,طريقة التسليم
en,Contact,ar,اتصال
en,Email,ar,بريد إلكتروني
en,Email,ar,بريد إلكتروني
en,Email or mobile phone number,ar,البريد الإلكتروني أو رقم الهاتف المحمول
en,Email or mobile phone number,ar,البريد الإلكتروني أو رقم الهاتف المحمول
en,Saved addresses,ar,العناوين المحفوظة
en,Available addresses,ar,العناوين المتاحة
en,Use a new address,ar,استخدم عنوانًا جديدًا
en,First name,ar,الاسم الأول
en,First name (optional),ar,الاسم الأول (اختياري)
en,Last name,ar,اسم العائلة
en,Company,ar,شركة
en,Company/Attention,ar,الشركة/انتباه
en,Company/Attention (optional),ar,الشركة/الانتباه (اختياري)
en,Company (optional),ar,الشركة (اختياري)
en,Address,ar,عنوان
en,"Apartment, suite, etc.",ar,شقة، جناح، الخ.
en,"Apartment, suite, etc. (optional)",ar,شقة، جناح، الخ (اختياري)
en,City,ar,مدينة
en,Country/Region,ar,البلد/المنطقة
en,Country/Region code,ar,رمز البلد/المنطقة
en,Province,ar,مقاطعة
en,Province,ar,مقاطعة
en,County,ar,مقاطعة
en,County,ar,مقاطعة
en,State,ar,ولاية
en,State,ar,ولاية
en,Region,ar,منطقة
en,Region,ar,منطقة
en,None selected,ar,لم يتم تحديد أي شيء
en,Prefecture,ar,المحافظة
en,Prefecture,ar,المحافظة
en,Governorate,ar,محافظة
en,Governorate,ar,محافظة
en,Emirate,ar,الإمارة
en,Emirate,ar,الإمارة
en,State/territory,ar,الولاية/الإقليم
en,State/territory,ar,الولاية/الإقليم
en,Phone,ar,هاتف
en,Phone (optional),ar,الهاتف (اختياري)
en,Phone,ar,هاتف
en,In case we need to contact you about your order,ar,في حال احتجنا إلى الاتصال بك بخصوص طلبك
en,ZIP code,ar,الرمز البريدي
en,ZIP code (optional),ar,الرمز البريدي (اختياري)
en,ZIP code,ar,الرمز البريدي
en,Postal code,ar,رمز بريدي
en,Postal code (optional),ar,الرمز البريدي (اختياري)
en,Postal code,ar,رمز بريدي
en,Postcode,ar,شفرة البريد
en,Postcode (optional),ar,الرمز البريدي (اختياري)
en,Postcode,ar,شفرة البريد
en,PIN code,ar,رمز التعريف الشخصي
en,PIN code (optional),ar,رمز PIN (اختياري)
en,PIN code,ar,رمز التعريف الشخصي
en,Add a house number if you have one,ar,أضف رقم المنزل إذا كان لديك واحد
en,Last name (optional),ar,الاسم الأخير (اختياري)
en,{{companyName}} · {{contact}},ar,{{companyName}} · {{contact}}
en,Ship to a different address,ar,الشحن إلى عنوان مختلف
en,Use a one-time address for this order,ar,استخدم عنوانًا لمرة واحدة لهذا الطلب
en,Change company location,ar,تغيير موقع الشركة
en,Change location,ar,تغيير الموقع
en,Ship to {{companyName}},ar,الشحن إلى {{companyName}}
en,Free,ar,حر
en,Ship,ar,سفينة
en,Ship to address,ar,الشحن إلى العنوان
en,Shipping address,ar,عنوان الشحن
en,Pick up,ar,يلتقط
en,Pickup in store,ar,الاستلام من المتجر
en,Store locations,ar,مواقع المتجر
en,Usually ready in 1 hour,ar,عادة ما تكون جاهزة خلال ساعة واحدة
en,Usually ready in 2 hours,ar,عادة ما تكون جاهزة خلال ساعتين
en,Usually ready in 4 hours,ar,عادة ما تكون جاهزة خلال 4 ساعات
en,Usually ready in 24 hours,ar,عادة ما تكون جاهزة خلال 24 ساعة
en,Usually ready in 2-4 days,ar,عادة ما تكون جاهزة خلال 2-4 أيام
en,Usually ready in 5+ days,ar,عادة ما تكون جاهزة خلال 5+ أيام
en,Ready for pickup in 2 hours,ar,جاهز للإستلام خلال ساعتين
en,Ready for pickup in 4 hours,ar,جاهز للاستلام خلال 4 ساعات
en,Ready for pickup now,ar,جاهز للاستلام الآن
en,Ready for pickup next day,ar,جاهز للاستلام في اليوم التالي
en,Ship to pickup point,ar,السفينة إلى نقطة الالتقاط
en,Retail shipping,ar,شحن التجزئة
en,No shipping,ar,لا الشحن
en,This delivery method will apply to all items in this order and to all future orders for this subscription.,ar,سيتم تطبيق طريقة التسليم هذه على جميع العناصر الموجودة في هذا الطلب وعلى جميع الطلبات المستقبلية لهذا الاشتراك.
en,Not %{first_name}?,ar,ليس %{first_name}؟
en,Have an account?,ar,هل لديك حساب؟
en,Log in,ar,تسجيل الدخول
en,Log out,ar,تسجيل الخروج
en,Save this information for next time,ar,احفظ هذه المعلومات للمرة القادمة
en,Selected address is invalid. %{update_address_link} or select a different address.,ar,العنوان المحدد غير صالح. %{update_address_link} أو حدد عنوانًا مختلفًا.
en,Selected address is incomplete. %{update_address_link} or select a different address.,ar,العنوان المحدد غير مكتمل. %{update_address_link} أو حدد عنوانًا مختلفًا.
en,Account,ar,حساب
en,Select a valid shipping address to view available shipping methods,ar,حدد عنوان شحن صالحًا لعرض طرق الشحن المتاحة
en,You have {{count}} saved address.,ar,لديك {{count}} عنوان محفوظ.
en,You have {{count}} saved addresses.,ar,لديك {{count}} من العناوين المحفوظة.
en,Use a saved address,ar,استخدم عنوانًا محفوظًا
en,Use my saved address,ar,استخدم عنواني المحفوظ
en,Inventory issues,ar,قضايا المخزون
en,Out of stock,ar,إنتهى من المخزن
en,Some items are no longer available.,ar,بعض العناصر لم تعد متوفرة.
en,Products,ar,منتجات
en,Quantity,ar,كمية
en,Price,ar,سعر
en,Status,ar,حالة
en,Removed from cart,ar,تمت إزالتها من سلة التسوق
en,Sold out,ar,نفذ
en,Reduced,ar,مخفض
en,Only %{quantity_available} left,ar,لم يتبق سوى %{quantity_available}.
en,Remove from cart,ar,إزالة من العربة
en,Continue,ar,يكمل
en,Go back to my cart,ar,العودة إلى عربة التسوق الخاصة بي
en,Remove,ar,يزيل
en,Return to store,ar,العودة إلى المتجر
en,Continue checkout,ar,متابعة الخروج
en,{{count}} item,ar,{{count}} عنصر
en,{{count}} items,ar,{{count}} عنصر
en,Your cart is empty,ar,سلة التسوق الخاصة بك فارغة
en,Quantity update,ar,تحديث الكمية
en,Quantity update,ar,تحديث الكمية
en,Available quantities for these items have changed and are updated in your cart.,ar,لقد تغيرت الكميات المتاحة لهذه العناصر وتم تحديثها في سلة التسوق الخاصة بك.
en,Unpurchasable product,ar,منتج غير قابل للشراء
