source_code,source_text,target_code,target_text
en,Inhale Exhale T-Shirt,pt-BR,Camiseta Inspire Expire
en,inhale-exhale-innerbloom-shirt,pt-BR,camiseta inspire-expire-innerbloom
en,Apparel,pt-BR,Vestuário
en,Inhale Exhale Innerbloom T-Shirt,pt-BR,Camiseta Inspire Expire Innerbloom
en,Sunset Logo T-Shirt,pt-BR,Camiseta com logotipo do pôr do sol
en,sunset-innerbloom-shirt,pt-BR,camisa-sunset-innerbloom
en,Apparel,pt-BR,Vestuário
en,Sunset Logo Innerbloom T-Shirt,pt-BR,Camiseta Innerbloom com logotipo do pôr do sol
en,Oceans Logo T-Shirt,pt-BR,Camiseta com logotipo dos oceanos
en,oceans-logo-shirt,pt-BR,camisa com logotipo dos oceanos
en,Apparel,pt-BR,Vestuário
en,Oceans Logo Innerbloom T-Shirt,pt-BR,Camiseta Oceans Logo Innerbloom
en,3.5G Pre-Rolls - Permanent Marker - Indica,pt-BR,"Pre-Rolls 3,5G - Marcador Permanente - Indica"
en,permanent-marker-3-5g-prerolls,pt-BR,marcador-permanente-3-5g-prerolls
en,Pre-Roll,pt-BR,Pré-lançamento
en,Permanent Marker 3.5G Indica Pre-Rolls - Innerbloom,pt-BR,Marcador Permanente 3.5G Indica Pre-Rolls - Innerbloom
en,"Permanent Marker is Bold and Unforgettable. Permanent Marker, an Indica strain that delivers a complex blend of floral, candy, and diesel flavors. Bold Flavor!",pt-BR,"O marcador permanente é ousado e inesquecível. Marcador Permanente, uma cepa Indica que oferece uma mistura complexa de sabores florais, doces e diesel. Sabor ousado!"
en,3.5G Pre-Rolls - Strawberry Shortcake - Sativa,pt-BR,"Pré-Rolinhos 3,5G - Moranguinho - Sativa"
en,strawberry-shortcake-3-5g-prerolls,pt-BR,torta de morango-3-5g-pré-rolos
en,Pre-Roll,pt-BR,Pré-lançamento
en,Strawberry Shortcake 3.5G Sativa Pre-Rolls - Innerbloom,pt-BR,"Pré-Rolinhos Sativa da Moranguinho 3,5G - Innerbloom"
en,"Brighten your day with Strawberry Shortcake & treat yourself to the delightful sweetness of juicy strawberries with a buttery, creamy finish. Try it today!",pt-BR,Ilumine o seu dia com Moranguinho e mime-se com a deliciosa doçura dos morangos suculentos com um final amanteigado e cremoso. Experimente hoje!
en,3.5G Pre-Rolls - Creme Brulee - Hybrid,pt-BR,"Pré-rolinhos 3,5G - Creme Brulee - Híbrido"
en,creme-brulee-3-5g-prerolls,pt-BR,creme brulee-3-5g-pré-rolos
en,Pre-Roll,pt-BR,Pré-lançamento
en,Creme Brulee 3.5G Hybrid Pre-Rolls - Innerbloom,pt-BR,Pré-rolos híbridos de Creme Brulee 3.5G - Innerbloom
en,Indulge in Luxury with Creme Brulee & savor the luxurious essence of decadent vanilla bean flavors and nutty undertones. Coated in THC-A diamonds! Try it today!,pt-BR,Delicie-se com o luxo com Creme Brulee e saboreie a essência luxuosa dos sabores decadentes de baunilha e tons de nozes. Revestido com diamantes THC-A! Experimente hoje!
en,BATZ 2G Mega THC-A Pre-Roll - Lemon Cherry Gelato - Hybrid,pt-BR,Pré-rolo BATZ 2G Mega THC-A - Gelato de Limão e Cereja - Híbrido
en,batz-2g-preroll-lemon-cherry,pt-BR,batz-2g-preroll-limão-cereja
en,Pre-Roll,pt-BR,Pré-lançamento
en,BATZ Lemon Cherry Gelato 2G Hybrid THC-A Pre-Roll - Innerbloom,pt-BR,Pré-rolo BATZ Lemon Cherry Gelato 2G Híbrido THC-A - Innerbloom
en,"Lemon Cherry Gelato offers the perfect balance of refreshing lemon on the inhale, paired with the subtle sweetness of cherry undertones. Give it a try today!",pt-BR,"Lemon Cherry Gelato oferece o equilíbrio perfeito de limão refrescante ao inspirar, combinado com a doçura sutil dos tons de cereja. Experimente hoje!"
en,BATZ 2G Mega THC-A Pre-Roll - Watermelon Slush - Sativa,pt-BR,Pré-rolo BATZ 2G Mega THC-A - Melancia Slush - Sativa
en,batz-2g-preroll-watermelon-slush,pt-BR,batz-2g-preroll-melancia-slush
en,Pre-Roll,pt-BR,Pré-lançamento
en,BATZ Watermelon Slush 2G Sativa THC-A Pre-Roll - Innerbloom,pt-BR,Pré-rolo BATZ Watermelon Slush 2G Sativa THC-A - Innerbloom
en,"Delight in the refreshing bliss of Watermelon Slush, a sativa strain that perfectly blends the juicy sweetness of watermelon with relaxing and euphoric effect.",pt-BR,"Delicie-se com a felicidade refrescante de Watermelon Slush, uma variedade sativa que combina perfeitamente a doçura suculenta da melancia com efeito relaxante e eufórico."
en,BATZ 2G Mega THC-A Pre-Roll - Grape Gush - Indica,pt-BR,Pré-rolo BATZ 2G Mega THC-A - Grape Gush - Indica
en,batz-2g-preroll-grape-gush,pt-BR,batz-2g-preroll-uva-gush
en,Pre-Roll,pt-BR,Pré-lançamento
en,BATZ Grape Gush 2G Indica THC-A Pre-Roll - Innerbloom,pt-BR,Pré-rolo BATZ Grape Gush 2G Indica THC-A - Innerbloom
en,"Unwind with Grape Gush & let the rich, juicy flavor guide you into a state of serene calm. Combines sweet grape notes with subtle fruity undertones. Try it now!",pt-BR,Descontraia-se com Grape Gush e deixe o sabor rico e suculento guiá-lo para um estado de calma serena. Combina notas doces de uva com sutis tons frutados. Experimente agora!
en,BATZ 2G Mega THC-A Pre-Roll - Permanent Marker - Indica,pt-BR,BATZ 2G Mega THC-A Pre-Roll - Marcador Permanente - Indica
en,batz-2g-preroll-permanent-marker,pt-BR,batz-2g-preroll-marcador-permanente
en,Pre-Roll,pt-BR,Pré-lançamento
en,BATZ Permanent Marker 2G THC-A Pre-Roll - Innerbloom,pt-BR,Marcador Permanente BATZ 2G THC-A Pre-Roll - Innerbloom
en,"Experience the unique, bold flavors of Permanent Marker, an Indica strain that offers a complex blend of floral, candy, and gassy diesel notes. Potent Pre-roll!",pt-BR,"Experimente os sabores únicos e ousados ​​do Permanent Marker, uma variedade Indica que oferece uma mistura complexa de notas florais, doces e gasosas de diesel. Pré-rolo potente!"
en,3.5G Colored Pre-Rolls - Skittlez - Sativa,pt-BR,"Pré-Rolinhos Coloridos 3,5G - Skittlez - Sativa"
en,skittlez-3-5g-colored-prerolls,pt-BR,skittlez-3-5g-pré-rolos coloridos
en,Pre-Roll,pt-BR,Pré-lançamento
en,Skittlez 3.5G Sativa Colored Pre-Rolls - Innerbloom,pt-BR,"Pré-rolos coloridos Skittlez 3,5G Sativa - Innerbloom"
en,"Brighten your day with Skittlez. Add a pop of color to your day with Skittlez, a Sativa strain that blends bold flavors of grapefruit, berry, and grape. Buy Now",pt-BR,"Ilumine o seu dia com Skittlez. Adicione um toque de cor ao seu dia com Skittlez, uma variedade Sativa que combina sabores ousados ​​de toranja, frutas vermelhas e uva. Comprar agora"
en,3.5G Colored Pre-Rolls - Fruity Pebblez - Indica,pt-BR,"3,5G Pré-Rolinhos Coloridos - Fruity Pebblez - Indica"
en,fruity-pebblez-3-5g-prerolls,pt-BR,frutado-pebblez-3-5g-prerolls
en,Pre-Roll,pt-BR,Pré-lançamento
en,Fruity Pebblez 3.5G Indica Colored Pre-Rolls - Innerbloom,pt-BR,"Fruity Pebblez 3,5G Pré-Rolos Coloridos Indica - Innerbloom"
en,"Escape with Fruity Pebbelz & step into a world of colorful flavor. An Indica strain that combines blueberry sweetness with calming, euphoric effects. Try it now",pt-BR,Fuja com Fruity Pebbelz e entre em um mundo de sabores coloridos. Uma cepa Indica que combina a doçura do mirtilo com efeitos calmantes e eufóricos. Experimente agora
en,3.5G Premium THC-A Flower - Oreoz - Hybrid,pt-BR,"Flor 3,5G Premium THC-A - Oreoz - Híbrido"
en,oreoz-3-5g-premium-flower,pt-BR,oreoz-3-5g-flor premium
en,Flower,pt-BR,Flor
en,Oreoz 3.5G Premium Hybrid THC-A Flower - Innerbloom,pt-BR,Flor Oreoz 3.5G Premium Híbrida THC-A - Innerbloom
en,"Elevate your evenings with Oreoz & let the rich, indulgent flavor whisk you away to a moment of pure luxury. Hints of coffee and diesel that packs a punch!",pt-BR,Eleve as suas noites com Oreoz e deixe o sabor rico e indulgente levá-lo a um momento de puro luxo. Dicas de café e diesel que impressionam!
en,3.5G Premium THC-A Flower - Lemon Cherry Gelato - Hybrid,pt-BR,"3,5G Flor Premium THC-A - Gelato de Limão e Cereja - Híbrido"
en,lemon-cherry-gelato-3-5g-premium-flower,pt-BR,limão-cereja-gelato-3-5g-flor premium
en,Flower,pt-BR,Flor
en,Lemon Cherry Gelato 3.5G Premium Hybrid THC-A Flower - Innerbloom,pt-BR,Limão Cereja Gelato 3.5G Premium Híbrido THC-A Flor - Innerbloom
en,Sweet harmony awaits with Lemon Cherry Gelato & escape into the balance of refreshing and indulgent. Zesty lemon meets the subtle sweetness of cherry. Try it!,pt-BR,Doce harmonia espera por você com Lemon Cherry Gelato e fuja para o equilíbrio entre refrescante e indulgente. O limão picante encontra a doçura sutil da cereja. Experimente!
en,3.5G Premium THC-A Flower - Ice Cream Cake - Indica,pt-BR,"3,5G Flor Premium THC-A - Bolo Sorvete - Indica"
en,ice-cream-3-5g-premium-flower,pt-BR,sorvete-3-5g-flor premium
en,Flower,pt-BR,Flor
en,Ice Cream Cake 3.5G Premium Indica THC-A Flower - Innerbloom,pt-BR,"Bolo de Sorvete 3,5G Premium Indica THC-A Flor - Innerbloom"
en,Soothe your soul with Ice Cream Cake with the indulgent flavors that feels like dessert for your senses. The creamy sweetness of vanilla and sugary dough.,pt-BR,Acalme a sua alma com Bolo Gelado com sabores indulgentes que parecem uma sobremesa para os seus sentidos. A doçura cremosa da baunilha e da massa açucarada.
en,3.5G Premium THC-A Flower - Apple Jackz - Sativa,pt-BR,"Flor 3,5G Premium THC-A - Apple Jackz - Sativa"
en,applejackz-3-5g-premium-flower,pt-BR,applejackz-3-5g-flor premium
en,Flower,pt-BR,Flor
en,Apple Jackz 3.5G Premium Sativa THC-A Flower - Innerbloom,pt-BR,Flor Apple Jackz 3.5G Premium Sativa THC-A - Innerbloom
en,Fuel your focus with Apple Jackz & awaken your senses with the refreshing flavor of crisp apples and earthy undertones. Sparks creativity and focus! Try it now!,pt-BR,Alimente seu foco com Apple Jackz e desperte seus sentidos com o sabor refrescante de maçãs crocantes e tons terrosos. Desperta a criatividade e o foco! Experimente agora!
en,3G Disposable - Lychee Martini - Hybrid,pt-BR,3G Descartável - Lichia Martini - Híbrido
en,lychee-martini-3g-disposable-vape,pt-BR,lichia-martini-3g-vape descartável
en,Vape,pt-BR,Vaporizador
en,Lychee Martini 3G Hybrid Disposable Vape - Innerbloom,pt-BR,Vape descartável híbrido Lychee Martini 3G - Innerbloom
en,"Step into a tropical paradise with Lychee Martini, a Hybrid strain that fuses the exotic sweetness of lychee with subtle berry and floral undertones. Try it now",pt-BR,"Entre em um paraíso tropical com Lychee Martini, uma variedade híbrida que funde a doçura exótica da lichia com tons sutis de frutos silvestres e florais. Experimente agora"
en,3G Disposable - Strawberry Banana Dream - Hybrid,pt-BR,3G Descartável - Morango Banana Dream - Híbrido
en,strawberry-banana-dream-3g-disposable,pt-BR,morango-banana-dream-3g-descartável
en,Vape,pt-BR,Vaporizador
en,Strawberry Banana Dream 3G Hybrid Disposable Vape - Innerbloom,pt-BR,Vape descartável híbrido Strawberry Banana Dream 3G - Innerbloom
en,"Savor the tropical sweetness of Strawberry Banana Dream, a Hybrid strain that harmoniously blends the flavor of ripe strawberries with subtle banana undertones.",pt-BR,"Saboreie a doçura tropical da Strawberry Banana Dream, uma variedade híbrida que combina harmoniosamente o sabor dos morangos maduros com tons sutis de banana."
en,3G Disposable - Watermelon Slush - Indica,pt-BR,3G Descartável - Slush de Melancia - Indica
en,watermelon-slush-3g-disposable-vape,pt-BR,melancia-slush-3g-vape descartável
en,Vape,pt-BR,Vaporizador
en,Watermelon Slush 3G Indica Disposable Vape - Innerbloom,pt-BR,Vape Descartável Watermelon Slush 3G Indica - Innerbloom
en,"Immerse yourself in the juicy sweetness of Watermelon Slush, an Indica strain designed for deep relaxation and mood elevation. Fruity & refreshing flavor!",pt-BR,"Mergulhe na doçura suculenta do Watermelon Slush, uma variedade Indica projetada para relaxamento profundo e elevação do humor. Sabor frutado e refrescante!"
en,3G Disposable - Iced Peaches & Cream - Indica,pt-BR,3G Descartável - Pêssegos Gelados e Creme - Indica
en,iced-peaches-3g-disposable-vape,pt-BR,Pêssegos gelados-3g-vape descartável
en,Vape,pt-BR,Vaporizador
en,Iced Peaches and Cream 3G Indica Disposable Vape - Innerbloom,pt-BR,Pêssegos Gelados e Creme 3G Indica Vape Descartável - Innerbloom
en,"Indulge in the calming essence of Iced Peaches & Cream, an Indica strain that blends the juicy sweetness of fresh peaches & rich, creamy undertones of vanilla.",pt-BR,"Delicie-se com a essência calmante de Iced Peaches & Cream, uma variedade Indica que combina a doçura suculenta dos pêssegos frescos e os tons ricos e cremosos da baunilha."
en,3G Disposable - Kiwi Krush - Sativa,pt-BR,3G Descartável - Kiwi Krush - Sativa
en,kiwi-krush-3g-disposable-vape,pt-BR,kiwi-krush-3g-vape descartável
en,Vape,pt-BR,Vaporizador
en,Kiwi Krush 3G Sativa Disposable Vape - Innerbloom,pt-BR,Vape descartável Kiwi Krush 3G Sativa - Innerbloom
en,"Awaken your senses with Kiwi Krush crafted for energy and focus. Features the tangy, tropical freshness of kiwi complemented by sweet citrus undertones. Try now",pt-BR,Desperte os seus sentidos com Kiwi Krush elaborado para proporcionar energia e concentração. Apresenta o frescor tropical e picante do kiwi complementado por tons cítricos doces. Experimente agora
en,3G Disposable - White Gummy - Sativa,pt-BR,3G Descartável - Goma Branca - Sativa
en,white-gummy-3g-disposable-vape,pt-BR,vape-goma-branco-3g-descartável
en,Vape,pt-BR,Vaporizador
en,White Gummy 3G Sativa Disposable Vape - Innerbloom,pt-BR,Vape descartável de goma branca 3G Sativa - Innerbloom
en,"Elevate your day with White Gummy. Celebrated for its energizing and uplifting effects. Delivers a fruity candy aroma with flavors of citrus, tropical candy!",pt-BR,Eleve o seu dia com White Gummy. Celebrado por seus efeitos energizantes e edificantes. Oferece um aroma frutado doce com sabores cítricos e doces tropicais!
en,3G Disposable - Lemon Cherry Gelato - Hybrid,pt-BR,3G Descartável - Gelato Limão Cereja - Híbrido
en,lemon-cherry-gelato-3g-disposable,pt-BR,limão-cereja-gelato-3g-descartável
en,Vape,pt-BR,Vaporizador
en,Lemon Cherry Gelato 3G Hybrid Disposable Vape - Innerbloom,pt-BR,Vape descartável híbrido Lemon Cherry Gelato 3G - Innerbloom
en,"Experience the perfect balance of flavors with our new Lemon Cherry Gelato, a Hybrid strain that combines zesty lemon with the subtle sweetness of ripe cherries",pt-BR,"Experimente o equilíbrio perfeito de sabores com nosso novo Lemon Cherry Gelato, uma variedade híbrida que combina o picante do limão com a doçura sutil das cerejas maduras"
en,5 Pack 3.5G Disposable Bundle,pt-BR,"Pacote descartável de 5 unidades 3,5G"
en,5-bundle-3-5g-disposable-bundle,pt-BR,5 pacotes-3-5g-pacote descartável
en,Vape,pt-BR,Vaporizador
en,5 Bundle 3.5G Disposable Bundle,pt-BR,5 pacote descartável 3.5G
en,3 Pack Diamond Pre-Rolls Bundle,pt-BR,Pacote de 3 pacotes de pré-lançamentos de diamante
en,3-bundle-diamond-prerolls,pt-BR,Pré-lançamentos de 3 pacotes de diamantes
en,Pre-Roll,pt-BR,Pré-lançamento
en,3 Bundle Diamond Pre-Rolls,pt-BR,Pacote de 3 pré-lançamentos de diamantes
en,4 Pack BATZ 2G Megaroll Bundle,pt-BR,Pacote Megaroll BATZ 2G de 4 pacotes
en,4-bundle-batz,pt-BR,4 pacotes-batz
en,Pre-Roll,pt-BR,Pré-lançamento
en,4 Bundle BATZ 2G THC-A Pre-Rolls,pt-BR,Pré-rolos de 4 pacotes BATZ 2G THC-A
en,2 Pack Colored Pre-Rolls Bundle,pt-BR,Pacote de 2 pacotes de pré-rolos coloridos
en,2-bundle-color-preroll,pt-BR,Pré-rolo de 2 pacotes de cores
en,Pre-Roll,pt-BR,Pré-lançamento
en,2 Pack Colored Pre-Rolls Bundle,pt-BR,Pacote de 2 pacotes de pré-rolos coloridos
en,⚡️Buy 2 Pack Colored Pre-Rolls Bundle at the lowest price in United States. Check reviews and buy 2 Pack Colored Pre-Rolls Bundle today.,pt-BR,⚡️Compre pacote de 2 pacotes de pré-rolos coloridos pelo menor preço nos Estados Unidos. Verifique as avaliações e compre o pacote de pré-rolos coloridos com 2 pacotes hoje.
en,Innerbloom Logo Zippo - Spectrum Color,pt-BR,Logotipo Innerbloom Zippo - Spectrum Color
en,free-innerbloom-zippo,pt-BR,free-innerbloom-zippo
en,Accessory,pt-BR,Acessório
en,Double Lover Valentine's Day Bundle,pt-BR,Pacote Dia dos Namorados Double Lover
en,double-lover-bundle,pt-BR,pacote de amante duplo
en,Bundle,pt-BR,Pacote
en,Double Lover Bundle - Valentine's Bundle - Innerbloom,pt-BR,Pacote Amante Duplo - Pacote dos Namorados - Innerbloom
en,Full of Love for valentines. Buy 5 Vapes + 4 Pre-Rolls for only $169.69. Save over 53% off! Free BATZ 2G Preroll + Free shipping!,pt-BR,"Cheio de amor para o dia dos namorados. Compre 5 Vapes + 4 Pre-Rolls por apenas $ 169,69. Economize mais de 53% de desconto! Pré-roll BATZ 2G grátis + frete grátis!"
en,Couples Valentine's Day Bundle,pt-BR,Pacote Dia dos Namorados para Casais
en,couples-bundle-valentines-day,pt-BR,pacote de casal para dia dos namorados
en,Bundle,pt-BR,Pacote
en,Couples Bundle - Valentine's Bundle - Innerbloom,pt-BR,Pacote Casais - Pacote Dia dos Namorados - Innerbloom
en,Buy your valentine the ultimate gift. Any 2 vapes + any 2 pre-rolls for only $69.69! Save 56% off! Free BATZ 2G pre-roll + Free shipping!,pt-BR,"Compre para o seu namorado o melhor presente. Quaisquer 2 vapes + quaisquer 2 pré-lançamentos por apenas US$ 69,69! Economize 56%! Pré-rolo BATZ 2G grátis + frete grátis!"
en,Innerbloom Gummy,pt-BR,Goma Innerbloom
en,innerbloom-gummy-edible,pt-BR,innerbloom-gomoso-comestível
en,,pt-BR,
en,Gift Wrapping,pt-BR,Embrulho para presente
en,"Add an extra layer of protection to your order with gift wrapping, ensuring it stays safe from damage, loss, or theft during shipping.",pt-BR,"Adicione uma camada extra de proteção ao seu pedido com a embalagem para presente, garantindo que ele permaneça protegido contra danos, perda ou roubo durante o transporte."
en,gift-wrapping,pt-BR,embrulho para presente
en,Snap Cart Drawer - Gift Wrapping,pt-BR,Gaveta do carrinho instantâneo - embrulho para presente
en,Shipping Protection,pt-BR,Proteção de envio
en,"Protect your order from damage, loss, or theft during shipping.",pt-BR,"Proteja seu pedido contra danos, perda ou roubo durante o transporte."
en,shipping-protection,pt-BR,proteção de envio
en,Snap Cart Drawer - Shipping Protection,pt-BR,Gaveta de carrinho instantâneo - Proteção de remessa
en,Title,pt-BR,Título
en,Size,pt-BR,Tamanho
en,Size,pt-BR,Tamanho
en,Size,pt-BR,Tamanho
en,Flavor,pt-BR,Sabor
en,Flavor,pt-BR,Sabor
en,Flavor,pt-BR,Sabor
en,Blend,pt-BR,Mistura
en,Blend,pt-BR,Mistura
en,Blend,pt-BR,Mistura
en,Blend,pt-BR,Mistura
en,Blend,pt-BR,Mistura
en,Flavor,pt-BR,Sabor
en,Flavor,pt-BR,Sabor
en,Flavor,pt-BR,Sabor
en,Flavor,pt-BR,Sabor
en,Blend,pt-BR,Mistura
en,Blend,pt-BR,Mistura
en,Blend,pt-BR,Mistura
en,Blend,pt-BR,Mistura
en,Blend,pt-BR,Mistura
en,Strain,pt-BR,Variedade
en,Strain,pt-BR,Variedade
en,Strain,pt-BR,Variedade
en,Strain,pt-BR,Variedade
en,Flavor,pt-BR,Sabor
en,Strain,pt-BR,Variedade
en,Strain,pt-BR,Variedade
en,Strain,pt-BR,Variedade
en,Strain,pt-BR,Variedade
en,Blend,pt-BR,Mistura
en,Flavor,pt-BR,Sabor
en,Blend,pt-BR,Mistura
en,Flavor,pt-BR,Sabor
en,Blend,pt-BR,Mistura
en,Flavor,pt-BR,Sabor
en,Blend,pt-BR,Mistura
en,Flavor,pt-BR,Sabor
en,Blend,pt-BR,Mistura
en,Flavor,pt-BR,Sabor
en,Blend,pt-BR,Mistura
en,Flavor,pt-BR,Sabor
en,Blend,pt-BR,Mistura
en,Flavor,pt-BR,Sabor
en,Blend,pt-BR,Mistura
en,Title,pt-BR,Título
en,Blend,pt-BR,Mistura
en,Blend,pt-BR,Mistura
en,Title,pt-BR,Título
en,Blend,pt-BR,Mistura
en,Flavor,pt-BR,Sabor
en,Blend,pt-BR,Mistura
en,Flavor,pt-BR,Sabor
en,Flavor,pt-BR,Sabor
en,Flavor,pt-BR,Sabor
en,Title,pt-BR,Título
en,Title,pt-BR,Título
en,Title,pt-BR,Título
en,Default Title,pt-BR,Título padrão
en,M,pt-BR,M
en,L,pt-BR,L
en,XL,pt-BR,XL
en,L,pt-BR,L
en,M,pt-BR,M
en,XL,pt-BR,XL
en,L,pt-BR,L
en,M,pt-BR,M
en,XL,pt-BR,XL
en,3.5G Iced Peaches & Cream - Indica,pt-BR,"3,5G Pêssegos e Creme Gelados - Indica"
en,HHC Smooth Blend,pt-BR,Mistura Suave HHC
en,HHC Smooth Blend,pt-BR,Mistura Suave HHC
en,HHC Smooth Blend,pt-BR,Mistura Suave HHC
en,3.5G Watermelon Slush - Indica,pt-BR,"Slush de Melancia 3,5G - Indica"
en,THC-A Banger Blend,pt-BR,Mistura de THC-A Banger
en,THC-A Banger Blend,pt-BR,Mistura de THC-A Banger
en,THC-A Banger Blend,pt-BR,Mistura de THC-A Banger
en,3.5G Lychee Martini - Hybrid,pt-BR,"Martini de Lichia 3,5G - Híbrido"
en,3.5G Watermelon Slush - Indica,pt-BR,"Slush de Melancia 3,5G - Indica"
en,3.5G Strawberry Banana Dream - Hybrid,pt-BR,"3,5G Morango Banana Dream - Híbrido"
en,3.5G Lychee Martini - Hybrid,pt-BR,"Martini de Lichia 3,5G - Híbrido"
en,3.5G Iced Peaches & Cream - Indica,pt-BR,"3,5G Pêssegos e Creme Gelados - Indica"
en,3.5G Strawberry Banana Dream - Hybrid,pt-BR,"3,5G Morango Banana Dream - Híbrido"
en,3.5G Kiwi Krush - Sativa,pt-BR,"3,5G Kiwi Krush - Sativa"
en,HHC Smooth Blend,pt-BR,Mistura Suave HHC
en,THC-A Banger Blend,pt-BR,Mistura de THC-A Banger
en,HHC Smooth Blend,pt-BR,Mistura Suave HHC
en,THC-A Banger Blend,pt-BR,Mistura de THC-A Banger
en,Strawberry Banana Dream (OUT OF STOCK),pt-BR,Morango Banana Dream (ESGOTADO)
en,Iced Peaches and Cream (OUT OF STOCK),pt-BR,Pêssegos gelados e creme (ESGOTADO)
en,3.5G Lychee Martini - Hybrid,pt-BR,"Martini de Lichia 3,5G - Híbrido"
en,3.5G Strawberry Banana Dream - Hybrid,pt-BR,"3,5G Morango Banana Dream - Híbrido"
en,3.5G Iced Peaches & Cream - Indica,pt-BR,"3,5G Pêssegos e Creme Gelados - Indica"
en,3.5G Watermelon Slush - Indica,pt-BR,"Slush de Melancia 3,5G - Indica"
en,3.5G Kiwi Krush - Sativa,pt-BR,"3,5G Kiwi Krush - Sativa"
en,3.5G Kiwi Krush - Sativa,pt-BR,"3,5G Kiwi Krush - Sativa"
en,Watermelon Slush - Sativa,pt-BR,Slush de Melancia - Sativa
en,Permanent Marker - Indica,pt-BR,Marcador Permanente - Indica
en,Grape Gush - Indica,pt-BR,Gush de Uva - Indica
en,Lemon Cherry Gelato - Hybrid,pt-BR,Gelato de Limão e Cereja - Híbrido
en,Lemon Cherry Gelato - Hybrid,pt-BR,Gelato de Limão e Cereja - Híbrido
en,Grape Gush - Indica,pt-BR,Gush de Uva - Indica
en,Permanent Marker - Indica,pt-BR,Marcador Permanente - Indica
en,Watermelon Slush - Sativa,pt-BR,Slush de Melancia - Sativa
en,Permanent Marker - Indica,pt-BR,Marcador Permanente - Indica
en,Grape Gush - Indica,pt-BR,Gush de Uva - Indica
en,Lemon Cherry Gelato - Hybrid,pt-BR,Gelato de Limão e Cereja - Híbrido
en,Watermelon Slush - Sativa,pt-BR,Slush de Melancia - Sativa
en,Watermelon Slush - Sativa,pt-BR,Slush de Melancia - Sativa
en,Grape Gush - Indica,pt-BR,Gush de Uva - Indica
en,Lemon Cherry Gelato - Hybrid,pt-BR,Gelato de Limão e Cereja - Híbrido
en,Permanent Marker - Indica,pt-BR,Marcador Permanente - Indica
